Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Pinsir,Bug Bite,Submission,40,1.5979833714674052,1.523924993128062,1.6828943919114672,1.61855381640766,1.728274764962382,1.6563802914613233,1.6168251531058981,1.559983577550296,1.6810582695824992,1.6085866459383857,,,,,,,,
Pinsir,Rock Smash,Superpower,40,1.6654827840876076,1.604223497805269,1.7447959679858691,1.705718566086907,1.7475903231643073,1.753265700510844,,,1.7239058565804293,1.6800558462593183,,,,,,,,
Pinsir,Fury Cutter,Submission,40,,1.5845799866155699,,,,,1.7086348727373608,1.6240612088397854,,,,,,,,,,
Mega Beedrill,Bug Bite,X-Scissor,40,1.2324210489971597,1.090656771466735,1.169555077093509,1.1501017321940423,1.1981987918742631,1.1564187661580496,1.2038602431199197,1.1190314400425228,1.2325572551950756,1.1192884105667529,1.1812476285880016,1.1305342138875636,1.203491825946223,1.149376598579739,1.1793908069983374,1.1584461246622713,1.1503719531199241,1.1366031087548862
Mega Beedrill,Infestation,X-Scissor,40,1.2865316549288954,1.141404081368263,1.200320396564773,1.181307562888876,1.240096752583863,1.2088567542443485,1.273213736750331,1.1978514514023506,1.2786757508016933,1.1686679132548128,1.2256820895471348,1.1835222279414506,1.2305192945559913,1.1749864893652002,1.216315788818014,1.1892470071520889,1.1913507069957598,1.176905306890974
Mega Beedrill,Bug Bite,Fell Stinger,40,1.3547702397604333,1.1698787806485393,1.2539999923423382,1.2327003672421821,1.3424257972108673,1.2499337464210594,1.3052524633158185,1.2048663314509385,1.3430612111338058,1.208117991069269,1.2859433441571257,1.2150642101192062,1.2919404079426704,1.2237488008418054,1.294105351225072,1.2413047482222228,1.2442433304551945,1.2175267334728008
Mega Beedrill,Infestation,Fell Stinger,40,1.4124443252374574,1.231508084993349,1.3011205966849984,1.2806381275731469,1.3878970395019716,1.3199460537886842,1.3873973705191895,1.2886950656835845,1.3920605670236252,1.2684280145387097,1.3232910645174787,1.2699025464566864,1.3230744179249807,1.2649323967866133,1.3261037631248376,1.2981610191854032,1.2895146931016006,1.2655632010880635
Mega Beedrill,Poison Jab,X-Scissor,40,1.4401270929879062,1.271225270386536,1.3187935609275472,1.3345351406050332,1.3691020682582398,1.3559861110124254,1.3656642059196227,1.2906459565931951,1.4075407046634263,1.3035555785375554,1.3708930373971593,1.323039126991552,1.3642857405113344,1.3273415931683366,1.358952400826811,1.3298464178368994,1.3172901822831578,1.3054855151272162
Mega Beedrill,Poison Jab,Fell Stinger,40,1.5441785398790882,1.3345499944618604,1.4215996089487433,1.406886676548098,1.491702382293886,1.4403416190243086,1.4642112932210183,1.36416935506256,1.5047320398314978,1.3882027612872665,1.4492195592605066,1.3909890411713919,1.4376164351975937,1.393974471333864,1.461613103194386,1.4051267410285884,1.3874958922967264,1.3773480841586827
Sylveon,Charm,Dazzling Gleam,40,1.3368275343438232,,1.379205619702653,,1.4070326482717348,,1.3739176364831507,,1.4316087943428524,,,,,,,,,
Sylveon,Charm,Moonblast,40,1.4632985312557634,,1.5040827333768119,,1.5579997570341422,,1.4855423960250367,,1.5577403788194528,,,,,,,,,
Sylveon,Quick Attack,Dazzling Gleam,40,1.5122353106628592,,1.5327225922716325,,1.580911649757891,,1.5517066798410082,,1.5684992232788997,,,,,,,,,
Sylveon,Charm,Draining Kiss,40,1.5508366056774154,,1.616841086928499,,1.6358434699285769,,1.6020937455480364,,1.668383972334262,,,,,,,,,
Sylveon,Quick Attack,Moonblast,40,1.8425051600999431,,1.8902236420094216,,1.8813948970193308,,1.873715147632326,,1.8949815894710371,,,,,,,,,
Sylveon,Quick Attack,Draining Kiss,40,1.966642006539916,,1.9886769219773615,,2.0244167037358958,,1.994797440334313,,2.016858464537773,,,,,,,,,
Shadow Poliwrath,Rock Smash,Dynamic Punch,40,1.3241402991384255,1.339395688753961,1.3168234487810917,1.3639447550289794,1.4099276122507571,1.4123851787304618,1.3114254365319713,1.3350520285909713,1.3097890280825149,1.3145749729359155,1.3265578554021202,1.3616132629105895,1.3240870048589781,1.363485150454143,1.3345269290271065,1.3573158322110144,1.3743811374265673,1.38183098608319
Shadow Poliwrath,Bubble,Dynamic Punch,40,1.400401986733217,1.4348312030709622,1.416471017664949,1.4678186902807893,1.48760153720646,1.517997918889292,1.4980156842423602,1.5588950723950803,1.4905047137154133,1.5269460202868044,1.4171543326222318,1.489293054351708,1.5147731253061185,1.5821683389353618,1.5008739099809418,1.5668137992445472,1.4606826885141555,1.470620188532591
Shadow Poliwrath,Mud Shot,Dynamic Punch,40,1.4583802044165908,1.4736094363370666,1.4409189704529124,1.4867034507827193,1.5429502819359433,1.5588269042291476,1.4471467025684133,1.4921748518603066,1.4324149309562106,1.4558742825306963,1.4920429271854767,1.570672562342628,1.4825791465616691,1.5281144515182663,1.486893320346002,1.5663423346404197,1.5556924528426248,1.5766874902010235
Shadow Poliwrath,Rock Smash,Power-Up Punch,40,1.554339747211946,1.5148427789752554,1.542591122983323,1.5598854274215368,1.6346046018825457,1.6032353213740769,1.519300382483569,1.5230464887070803,1.5186157486661407,1.503976460501449,1.5340018525036727,1.5584555639643254,1.529193888423413,1.5570377540035083,1.5184189178152625,1.5355302166954223,1.5649750383464105,1.5631039940915106
Shadow Poliwrath,Rock Smash,Submission,40,1.589192716995782,1.5661631095295878,1.582046254829113,1.5975444112496349,1.7122207428233696,1.6581679664663913,1.5599114564284482,1.5533047280000698,1.5687176007412431,1.5495560155662276,1.5759502229670852,1.5910591268856724,1.5786729269669977,1.6021556789701605,1.5777790023053473,1.5918163661356928,1.6092787955884442,1.609417953538086
Shadow Poliwrath,Bubble,Power-Up Punch,40,1.692383094577832,1.6711052682959773,1.7294696175891384,1.7476810553245496,1.8350560603525978,1.794254404974831,1.8455889005617703,1.860090588618878,1.821026580739383,1.8325297454725,1.7160975214541143,1.7557327253853432,1.8552680662266146,1.9063461024320572,1.8600148861219783,1.8808818739901536,1.7383496590017786,1.7347703825284588
Shadow Poliwrath,Mud Shot,Power-Up Punch,40,1.777274001938564,1.741481904050466,1.7427252341649129,1.782177228109609,1.9048040204327916,1.8737487219824458,1.7670939579926235,1.7833822126309522,1.745495189840281,1.7436730091425732,1.8317950476874671,1.898125201911787,1.7711986409254161,1.8556495898914718,1.7965282499524218,1.8655769482647193,1.8610411062221464,1.8806769898541293
Shadow Poliwrath,Bubble,Submission,40,1.8093491494993166,1.7686990878744786,1.8398477656857628,1.8484119971598159,1.964878542095655,1.9126920692387313,1.9777217692385236,1.9979637653810287,1.977154410776962,1.9742232482573068,1.8233845172017324,1.847804290989173,2.0175347644199735,2.0678893314594773,2.0297972753083413,2.0422181992186013,1.8401632629617457,1.8362678425056698
Shadow Poliwrath,Mud Shot,Submission,40,1.9226561861829747,1.8708315456949658,1.8870718505632849,1.8894469085272783,2.0528063997388952,2.012023909642968,1.8969487541999464,1.9009234106494868,1.8806880612283559,1.868328932465726,1.9857264165596722,2.0267785432253027,1.920833061023976,1.9876643972612726,1.9514016296974745,2.002258864208119,2.003801802963949,2.0147564191482523
Pangoro,Low Kick,Close Combat,40,,,,,,,,,,,,,,,,,,
Pangoro,Snarl,Close Combat,40,,,,,,,,,,,,,,,,,,
Pangoro,Bullet Punch,Close Combat,40,,,,,,,,,,,,,,,,,,
Cobalion,Metal Claw,Sacred Sword,40,,,,,,,,,,,,,,,,,,
Cobalion,Zen Headbutt,Sacred Sword,40,,,,,,,,,,,,,,,,,,
Cobalion,Metal Claw,Close Combat,40,,,,,,,,,,,,,,,,,,
Cobalion,Zen Headbutt,Close Combat,40,,,,,,,,,,,,,,,,,,
Escavalier,Bug Bite,Megahorn,40,,,,,,,,,,,,,,,,,,
Escavalier,Counter,Megahorn,40,,,,,,,,,,,,,,,,,,
Primarina,Charm,Moonblast,40,1.3519919543704848,,1.3551651566183256,,1.417421865319566,,1.3437211793923751,,1.3915523744243479,,1.3683158373949469,,1.3566147124890495,,1.3777540173074998,,1.3780299313860542,
Primarina,Waterfall,Moonblast,40,1.7332099905935021,,1.737210798834504,,1.8537821761035345,,2.0571282240548925,,2.1785301199009375,,1.766020443571572,,2.145734644138789,,2.1174711798310577,,1.7703858604614375,
Shadow Pinsir,Fury Cutter,Submission,40,1.5379537035243631,1.4178419817928065,1.521606985829497,1.462022291235937,1.6063440478445576,1.5243122288913373,1.6008436966024697,1.4710089905040624,1.603764565673405,1.4372810144402948,1.5360337675980564,1.447014925888448,1.5287171328725246,1.4543886509237984,,,,
Tapu Koko,Volt Switch,Dazzling Gleam,40,1.3219865732136287,1.3288391201626484,1.3535097743669986,1.3823930143380014,1.367850232933279,1.3935061968450142,1.2272959636361516,1.2553764672592946,1.2696734326939305,1.2650445452316337,1.329915206940805,1.373191195247262,1.2469165095839432,1.2652541500523982,1.25391829749258,1.2434704175842288,1.362734209706138,1.3690959951387418
Tapu Koko,Quick Attack,Dazzling Gleam,40,1.3261955389451754,1.3115685354501816,1.3520827946381053,1.351220606635003,1.3471370143924664,1.3645385296497803,1.3299762228685352,1.3525730921227344,1.3715285389032215,1.3720996225206545,1.339241898821753,1.3749527752145412,1.3776142616181857,1.3702348205516055,1.379576496753906,1.3532141269462667,1.3891013098512375,1.3762639205561935
Granbull,Charm,Play Rough,40,1.3449825133455218,1.356872400217977,1.3640287979130319,1.3903440411836976,1.392842577688788,1.397367801622347,1.3528261378490443,1.374237551314977,1.4451460614556888,1.4183074980442134,1.3796699268924317,,1.376079171161301,,1.409525003148475,,1.3903630456418796,
Granbull,Snarl,Play Rough,40,1.5546851854814874,1.6096291990636673,1.6055567566739715,1.6648092348085828,1.6343988695566056,1.688688227513807,1.6111966628704346,1.6611392390904018,1.7004222882789166,1.7071096558315806,1.622615135839081,,1.63660807058846,,1.6396666739385064,,1.663102655388883,
Granbull,Charm,Close Combat,40,1.6092543687161942,1.5722514644267949,1.634901426749999,1.62417247290607,1.6668469447043377,1.6298134755773357,1.6073603301805446,1.5895905946260809,1.7288658494159952,1.6326668590482452,1.6229286150261528,,1.6268975678674469,,1.6797335250317724,,1.6080715545432374,
Granbull,Bite,Play Rough,40,1.7700574411125438,1.8441925294158483,1.7484085464609478,1.8282655828923569,1.8197421589290939,1.887912852771017,1.8361013335688272,1.8923094960619682,1.96187418840395,1.928239024658759,1.8253152112387419,,1.9006705419041876,,1.9334656808138135,,1.9761210616659242,
Granbull,Snarl,Close Combat,40,2.499910482476713,2.451278912718627,2.4709068841102244,2.529961324823734,2.5945950864781007,2.5743517845078343,2.445024881010203,2.519459111455985,2.775052613812891,2.651691284280479,2.5041680066054814,,2.543293149039256,,2.5820276107982822,,2.45910516567815,
Granbull,Bite,Close Combat,40,2.8813036799870653,2.7525379722425183,2.6344818889919837,2.677471465955012,2.8769648650439925,2.831865046183997,2.9303654130214367,2.8499943449435308,3.329530901788697,2.9998315271149605,2.748995462805684,,3.005756864582331,,3.0054428995020475,,2.933263474914527,
Breloom,Counter,Dynamic Punch,40,1.3659389613440935,1.1926339856314674,1.2492847105850582,1.1808628471357627,1.2508874244542256,1.21396753945017,1.1760008431134212,1.1780418921611804,1.1954983931689875,1.171874836322754,1.2266338630223879,1.1752931096351786,1.1860497690939036,1.1696844587668291,1.2239717901296108,1.1830654125370474,1.1837276806942183,1.1888218958453958
Breloom,Bullet Seed,Dynamic Punch,40,1.6373939453143094,1.4578324964472844,1.537340213316929,1.455225974850097,1.4727641643256053,1.4854134790241846,1.2934761183124737,1.3209114045295969,1.3077041088718426,1.322317252791062,1.465531454037217,1.4443673037985543,1.3017264168470029,1.3117010675546037,1.3469994086632757,1.3427058066530424,1.4175645156582353,1.4310776462650934
Breloom,Splash,Dynamic Punch,40,2.2409027711694627,1.9329496374098212,2.0285272402170182,1.8288890166709366,1.888729144482635,1.8682095750745644,1.7358087015636754,1.7996679466842105,1.7466046437932923,1.778391100628354,1.7776627861531957,1.7551401334499463,1.7594622850928434,1.7911979643976899,1.7991298881790976,1.8046422070713068,1.770638207619566,1.7894754896916059
Sirfetch'd,Counter,Close Combat,40,1.3994756951082,1.2310153223814444,1.3223858721247077,1.2836098474094102,1.3515616622929274,1.3169412480042666,1.3618639471537841,1.2978770130861736,1.3749514850700768,1.3000921096308111,1.2928134991357474,1.2645196271282646,1.3272031907558255,1.2927032564204108,1.2983773976392248,1.277319844145841,1.277288685148899,1.2813754554031909
Sirfetch'd,Fury Cutter,Close Combat,40,1.6644583431931737,1.4812033617825353,1.4795533541196306,1.4700475571694884,1.6037373972836055,1.565578117467104,1.5726112272382287,1.4985420311554256,1.6022202856818095,1.4821887463448893,1.4712602070195442,1.4716959196508947,1.5035698838823948,1.5228849780327083,1.5593217117748148,1.545549497528936,1.4870510833508312,1.5074962409783426
Blaziken,Counter,Focus Blast,40,1.5399809848948653,1.2353499261044383,1.3163720040994016,1.25800280424549,1.296768993916602,1.2774011272103485,1.4423556189094011,1.2871915249553707,1.495873079294441,1.3091961174506217,1.290958588956084,1.2486375982884974,1.356134560720336,1.3380829052582817,1.495806104132801,1.3649709978091713,1.2406156046586299,1.2359715553751163
Blaziken,Fire Spin,Focus Blast,40,2.111372430792344,1.5938233445199428,1.672186836734824,1.6042926724582738,1.6541629742782267,1.62909402142519,2.4277877520280127,2.02925027208486,2.6104768137557133,2.0410756910307373,1.581470623115985,1.547856203465604,2.0037134429277526,1.9922356740805975,2.0812945311449558,2.0205950987605004,1.5587096727113854,1.5441994248181852
Emboar,Low Kick,Focus Blast,40,,1.2867052806317805,,1.3790172408216408,,1.413355587682473,,1.3546499271471297,,1.468688563693593,1.3628633260720153,1.3777973211287295,1.480972074644829,1.4479595724634675,1.586235485400942,1.4798775544812035,1.3472770046768967,1.3499400418887928
Emboar,Ember,Focus Blast,40,,1.6175470857983145,,1.6984854918031524,,1.67398461949432,,2.0414970943781285,,2.0819011748064646,1.584141064705355,1.606882084855608,1.9880838649179142,1.956049869254227,1.9988373168673395,1.9632523071172336,1.639214183416837,1.6460128558080156
Toxicroak,Counter,Dynamic Punch,40,1.460787198404685,1.3062469000959371,1.288490815272951,1.311393081594713,1.323235134379684,1.3449182484503917,1.4028518811343373,1.3459738690819214,1.3697988791793965,1.3013654310320384,1.334087625475586,1.3212075743042178,1.3470806845893954,1.3364798041029438,1.3484512560625344,1.3389430046018387,1.3028364809247204,1.3057652050743978
Toxicroak,Poison Jab,Dynamic Punch,40,1.7842812955535141,1.5957145135285222,1.4855290869897604,1.531670158710437,1.52695260300304,1.5777743695629922,1.6372459516809366,1.588163987523247,1.6436435969592487,1.5522008063345807,1.5831068367045327,1.5851633393250264,1.5599158912887197,1.5773033487788244,1.6026720157275696,1.6254483003218492,1.613980644596334,1.6331105001963784
Shadow Hitmonlee,Low Kick,Brick Break,40,1.5177533964868373,1.3396732443250179,1.4753970816651332,1.39847979295201,1.4643189016365918,1.4283354727481983,1.5106434738272434,1.4374227194068696,1.5062699131656807,1.402174668016674,1.4592031853031837,1.380683549357018,1.4779507074780678,1.4177004685116426,1.5190256963344106,1.419419202247589,1.3610133292028748,1.3653765681423446
Shadow Hitmonlee,Rock Smash,Brick Break,40,1.5752506364333794,1.3839048399071767,1.4665478878254667,1.3815591337951627,1.4462569228965596,1.4202049907653167,1.453657670957492,1.3950399976136905,1.479961491166735,1.3966987321164364,1.4306949447269697,1.3691211014141376,1.4556699214060123,1.4089061532720755,1.5023052745491727,1.425557270086645,1.3822317940470552,1.377941498612884
Shadow Hitmonlee,Low Kick,Close Combat,40,1.6066203808579032,1.3018643424027292,1.5101594963300657,1.3601892121261283,1.4682077203387145,1.4027092838309367,1.5853726069783465,1.4136254132023405,1.5591729211946692,1.3938854684630437,1.3984715008154893,1.3321937516997522,1.4238140223775875,1.3629688511957267,1.4985141835492852,1.3817563150333334,1.2878008745523897,1.283471332802574
Shadow Hitmonlee,Low Kick,Low Sweep,40,1.648876146653788,1.4329089016419296,1.5974416262831368,1.4954070853662231,1.5933892053696972,1.5328923886165087,1.6333392623424057,1.5338768954278559,1.6240833141018793,1.4970469205325079,1.5636932923011242,1.4754595480360735,1.5866014250162834,1.5160427350671741,1.634766757773256,1.52955920903754,1.4568402793144066,1.452351380344024
Shadow Hitmonlee,Rock Smash,Low Sweep,40,1.6635288515061766,1.4754794319521656,1.5712717716893696,1.4705674874894814,1.5576784566784445,1.5206079999854867,1.5662503030459556,1.4867815851475432,1.5893229265335502,1.500091308967595,1.5232007529580085,1.4551772939025618,1.5575644234984494,1.4984141981759926,1.6012984782183635,1.5213497704174825,1.4651699718180953,1.4520527074245235
Shadow Hitmonlee,Rock Smash,Close Combat,40,1.7111598793071363,1.3803209710704074,1.4841203324956702,1.3486129458388376,1.406734552520437,1.4124677972835502,1.4897219725188349,1.3932554440793632,1.5447222576234054,1.4161924127151992,1.412993946621904,1.345000705481536,1.4407895306904273,1.378156877770931,1.560871395836562,1.4256117210079693,1.34074799275726,1.323324342143971
Shadow Hitmonlee,Rock Smash,Stone Edge,40,1.8938128064796202,,1.7453294517497118,,,,1.7535169993160118,1.6580019463337214,1.802165656871829,1.6780453142019307,1.7105529084683415,,1.747461281281002,,1.8185135415414555,,,
Shadow Hitmonlee,Low Kick,Stone Edge,40,1.8950714834897857,,1.8735398434518697,,,,1.9614215625424367,1.81776549454401,1.909279319929871,1.7610240482533033,1.7936305926639622,,1.8430721562274885,,1.889706734242047,,,
Shadow Hitmonlee,Rock Smash,Stomp,40,1.9089653104860136,,1.8071428115615376,,,,1.8017702465940133,1.711310692945348,1.8617047908708575,1.7277721045599441,1.7553940057628663,,1.808505157478031,,1.859856412167636,,,
Shadow Hitmonlee,Low Kick,Stomp,40,1.9169836552623758,,1.9192053899728028,,,,,,1.9498654257499404,1.8093304620660782,1.859924031221598,,1.9147349224450712,,1.9525360656444894,,,
Sirfetch'd,Counter,Brave Bird,40,1.5291851547440498,,,,,,,,,,,,,,,,,
Sirfetch'd,Counter,Return,40,1.5313211119036412,,,,,,,,,,,,,,,,,
Sirfetch'd,Counter,Leaf Blade,40,1.7448447422560607,,,,,,,,,,,,,,,,,
Sirfetch'd,Counter,Night Slash,40,1.7870461912104405,,,,,,,,,,,,,,,,,
Sirfetch'd,Fury Cutter,Brave Bird,40,2.0451273161501233,,,,,,,,,,,,,,,,,
Sirfetch'd,Fury Cutter,Return,40,2.0645406184709265,,,,,,,,,,,,,,,,,
Sirfetch'd,Fury Cutter,Leaf Blade,40,2.197636838439818,,,,,,,,,,,,,,,,,
Sirfetch'd,Fury Cutter,Night Slash,40,3.582852131030749,,,,,,,,,,,,,,,,,
Chesnaught,Low Kick,Superpower,40,1.5068154162143772,1.4727313681774021,1.5168514247717697,1.5240868874569313,1.560722506449136,1.5632792354405018,1.4805488235151998,1.4761767592507817,1.5337287779473205,1.5326457415559225,1.5661491959121638,,1.5697667587745419,,1.5766722630860015,,1.5937758055570985,
Chesnaught,Vine Whip,Superpower,40,1.6976773865935932,1.6771665078592415,1.672040932754244,1.6950770654099758,1.7234055138083322,1.749865187383867,1.4020951201894838,1.3927015385482209,1.434717194297386,1.4242225309965089,1.6768584344456756,,1.457169838060991,,1.4733909917783887,,1.8151950182151333,
Chesnaught,Smack Down,Superpower,40,1.8655573960590395,1.8826463411016117,1.9148125978744883,1.9728829666473453,1.912347260999779,1.9615128311223862,1.8444997263213845,1.8775951634145605,1.9169177777854318,1.94735786142855,1.9435308513972283,,1.9778067262002235,,1.9220878303215028,,2.0208487715495527,
Chesnaught,Low Kick,Solar Beam,40,1.889560976759971,1.803608783142062,1.9177199567597372,1.8819621606552344,1.9365900818667545,1.930215063728157,,,,,1.9456011439436052,,,,,,1.8977793920881634,
Chesnaught,Low Kick,Return,40,1.926773318556907,1.8947802019732514,1.977250210266627,1.9790367504021285,2.043073357337713,2.054162244092244,,,,,2.0861206066103026,,,,,,2.0145625731500743,
Chesnaught,Low Kick,Energy Ball,40,2.2449737552811553,2.1143749055618533,2.2590209169028843,2.2036802769949704,2.3229892110722665,2.2875301013479445,,,,,2.324051309597829,,,,,,2.2549033500968427,
Chesnaught,Vine Whip,Solar Beam,40,2.2768462041791127,2.1710099252583395,2.2395497294931013,2.2026555106093615,2.25523578532192,2.269672399673637,,,,,2.146911714930429,,,,,,2.2738736418685366,
Chesnaught,Vine Whip,Return,40,2.4016373790818686,2.3937418060327182,2.385341193497624,2.40673747959837,2.4860877021814907,2.518929928733372,,,,,2.377283453116158,,,,,,2.5631306913464695,
Chesnaught,Low Kick,Gyro Ball,40,2.423290598470539,2.2809069091670207,2.4612138159532067,2.3828285400518854,2.520463124471166,2.47066829716737,,,,,2.5297911831751563,,,,,,2.4446919528562776,
Chesnaught,Smack Down,Solar Beam,40,2.461570834635113,2.4473930928791825,2.553945852674247,2.5666833353784164,2.509529736700539,2.525411289972677,,,,,2.4922557974967514,,,,,,2.4925881261246157,
Blaziken,Counter,Blaze Kick,40,1.6068834175314555,,,,,,1.8146827952375755,,1.8899856366874135,,,,,,1.8868920108354466,,,
Blaziken,Counter,Return,40,1.6368962093581603,,,,,,1.5936632778283664,,1.641215267133503,,,,,,1.647599903270048,,,
Blaziken,Counter,Brave Bird,40,1.6500365901823784,,,,,,1.5659213471819433,,1.6305480447639353,,,,,,1.589382221881904,,,
Blaziken,Counter,Overheat,40,1.7264286803028608,,,,,,1.850014787809513,,1.9098420035615502,,,,,,1.92784173858038,,,
Blaziken,Counter,Blast Burn,40,1.72837945492839,,,,,,1.8562056730202872,,1.9204915904010358,,,,,,1.924370087035808,,,
Blaziken,Counter,Stone Edge,40,1.7640531142918978,,,,,,1.692234775429409,,1.751061748466363,,,,,,1.7257208124076011,,,
Blaziken,Fire Spin,Blaze Kick,40,2.0558833560565803,,,,,,,,,,,,,,,,,
Blaziken,Fire Spin,Blast Burn,40,2.1765642618762304,,,,,,,,,,,,,,,,,
Toxicroak,Counter,Return,40,1.793830701563062,,,,,,1.8393035816491197,,,,,,,,,,,
Toxicroak,Counter,Sludge Bomb,40,1.8214399099940461,,,,,,1.7984527369111225,,,,,,,,,,,
Toxicroak,Counter,Mud Bomb,40,2.1028371917940305,,,,,,2.1842045783058253,,,,,,,,,,,
Toxicroak,Poison Jab,Sludge Bomb,40,2.412657845162475,,,,,,2.2363984644005357,,,,,,,,,,,
Toxicroak,Poison Jab,Return,40,2.5248263755845377,,,,,,2.435802869751473,,,,,,,,,,,
Toxicroak,Poison Jab,Mud Bomb,40,2.95394479219387,,,,,,2.8462452293693397,,,,,,,,,,,
Leavanny,Bug Bite,X-Scissor,40,1.5634504078815843,1.5129189711387818,1.5852456258798335,1.5830573668946037,1.7025042318070216,1.5949777746265648,1.5707951592626257,1.5589687745596204,1.5941032574064058,1.5534669217668637,,,,,,,,
Leavanny,Bug Bite,Silver Wind,40,1.7536265965572388,1.6966302962722648,1.819316860001353,1.7631022491979254,1.9356132135207313,1.8033770654827241,1.757716820529312,1.7240881376801178,1.799374214237246,1.7115153051777892,,,,,,,,
