Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Leavanny,Bug Bite,Leaf Storm,40,1.814074293649477,1.7273331395368057,1.8323107887519159,1.8214637216783782,2.0290525438692146,1.8310461927662427,,1.3877670149877641,,,,,,,,,,
Leavanny,Razor Leaf,X-Scissor,40,1.8650281226499548,1.836842516441914,1.9559061630137493,1.9534329417212892,2.0901299442680004,1.9604135432746606,1.5748102786523182,1.5548931152898229,1.5748297585792372,1.5197848884826264,,,,,,,,
Leavanny,Bug Bite,Leaf Blade,40,1.893542190711904,1.8315877906848537,1.953125512903798,1.9353799567811452,2.065031965480042,1.9374909387931825,,1.3593257681244562,,,,,,,,,,
Leavanny,Bug Bite,Return,40,1.9589426153096017,1.9113588435343547,2.0040269090231506,2.0053893675866803,2.0830416201121134,1.9757336535073124,,1.908153845707688,,,,,,,,,,
Leavanny,Razor Leaf,Silver Wind,40,1.9597742103636535,1.9250807507616667,2.056510990658929,2.0453690160137716,2.216333948533401,2.07849253870562,1.7463293324324571,1.7122694839481325,1.736035381282227,1.6751378391767848,,,,,,,,
Leavanny,Razor Leaf,Leaf Blade,40,2.165661061224765,2.1312041547386746,2.280555282574097,2.301947723565674,2.4145592816218473,2.2938122861120553,,1.3992739156066718,,,,,,,,,,
Leavanny,Razor Leaf,Leaf Storm,40,2.320018114035051,2.2024851370937473,2.4578965169125837,2.4128702648836278,2.6513808483755037,2.3911570482696436,,1.447874672348514,,,,,,,,,,
Leavanny,Razor Leaf,Return,40,2.413003957129275,2.355373064522736,2.5789636375935037,2.559407237335587,2.6290321602167217,2.481064553284582,,1.7829985802286796,,,,,,,,,,
Marshadow,Counter,Aura Sphere,40,0.8555033908025167,0.8649899487055713,0.9056448453088526,0.9187428026333826,0.9172977282692292,0.9213244608213447,0.8984956423866108,0.9109783081976776,0.8950627404649303,0.8910220632757468,0.9268124047239645,0.9367399111275312,0.9217110475844998,0.938849812495264,0.9232098664783058,0.9240541529695054,0.9453596253021339,0.9543114227823121
Kommo-o,Counter,Aura Sphere,40,1.087965787968946,1.0638533893979127,1.0451394141123047,1.0587121828602173,1.0674413769035929,1.090986988598337,1.0523402645809885,1.0759044879605297,1.0639367876468622,1.0595757485784059,1.0860620482759635,1.1224067903837645,1.087952220171845,1.1231958298603615,1.078459875365305,1.0913225721256792,1.1293508698915,1.1354924363863188
Tapu Lele,Charm,Play Rough,40,1.0996128767125595,1.1116846292503233,1.1507820642248086,1.168348375391026,1.1993493914251252,1.1910389634538756,1.1062712809075632,1.1274455012057907,1.153762120121382,1.155441824311138,1.169633066384168,1.1630491391168787,1.1550347735989408,1.1700358067564611,1.1654072333017342,1.157036570302875,1.1638001410507621,1.1721248552997663
Buzzwole,Counter,Dynamic Punch,40,1.1053185872231632,1.0986172142115984,1.1124642482920224,1.1436664970702257,1.1375731987729163,1.1649465428481887,1.1012340114620105,1.1189786595154716,1.1210763184453176,1.114632754131339,1.1287225336819138,1.1585898429533024,1.1559142104362654,1.1734325876511367,1.1575008605251609,1.1600147300496524,1.1648553146853804,1.177412230879581
Marshadow,Counter,Close Combat,40,1.1079209534163608,1.0805432121971132,1.1667300125458022,1.1689502459490666,1.2089441161843926,1.171192898523403,1.174096881396769,1.1486495600863216,1.1458038116167164,1.1323456930157147,1.1929292141197105,1.182533005351553,1.1596651953394344,1.168648214523146,1.1797160407481444,1.1591921928472773,1.180890422954552,1.1893721773920798
Volcarona,Bug Bite,Bug Buzz,40,1.128680808133547,1.1027665716639656,1.1513779324058204,1.1753681278144497,1.1890730124535926,1.163334838558207,1.2300591595692123,1.1701046371877344,1.2645486578741607,1.1574295374668684,1.1777554493343116,1.1867579640474557,1.2004407372840096,1.18139135233591,1.2412228823758509,1.182248280805552,1.197340067926582,1.2041156566680769
Vikavolt,Bug Bite,Bug Buzz,40,1.2128151534724463,1.1663162944285062,1.2549610799345015,1.2251386078682138,1.284034291855381,1.257251346501002,1.2543497820985028,1.2193875221696857,1.262967109047509,1.227654974203632,1.261942870961876,1.2214358916906831,1.2745173882681051,1.2320150396955316,1.2443034480137203,1.2357085859141015,1.2414818710223543,1.231216152321347
Tapu Lele,Charm,Moonblast,40,1.2440663271793897,1.2203292445948322,1.2753326552048487,1.2885903352618726,1.3344649495967178,1.3193890399572952,1.2306658346614592,1.237006192390407,1.317406130413367,1.2793263753475796,1.2924347909461131,1.2647779863311723,1.284346097727361,1.2829388740279848,1.319127113870895,1.271737294568051,1.2783283224846027,1.268882076136007
Buzzwole,Counter,Superpower,40,1.211580097972424,1.182973478399812,1.2298358835473864,1.2325106622424415,1.2413042261651177,1.2658236449914786,1.20706128318197,1.202777067731005,1.230488455961119,1.2078431634203668,1.2224918635790931,1.2498766218150041,1.2688513954600094,1.2744453133823908,1.2737507769062484,1.2590042692465613,1.2712955578425824,1.2668520213506993
Vikavolt,Bug Bite,X-Scissor,40,1.28365071491911,1.241554232529973,1.320993096617994,1.3139499147996083,1.3452796602239259,1.33909352707447,1.3299765144591453,1.295875371669783,1.3488700516321475,1.3143970255361526,1.340434681851134,1.313872156618031,1.3708070661891647,1.3418960853471802,1.343082002043474,1.3204977267023357,1.3191971452756939,1.3284807464473143
Tapu Lele,Charm,Draining Kiss,40,1.2915723841388087,1.2982029354273847,1.352503455519834,1.3565482109971398,1.4162170458597299,1.3938396946091731,1.3049383785729223,1.314348928998591,1.371862787309307,1.3500107922729327,1.371847407366689,1.357396192885578,1.3697100694737663,1.376429750417829,1.391803327275109,1.3623385617915509,1.364025723403033,1.3634921992451876
Crabominable,Rock Smash,Dynamic Punch,40,1.2813033431384355,1.2768783990671655,1.3768895854524847,1.3055201331169481,1.2837150389647776,1.3149807770135076,1.284213992516952,1.3085736870429607,1.2603584283711589,1.2915794583179736,1.274223022308361,1.304235632465191,1.2882160787599435,1.3158066921248008,1.28491713564962,1.307948062877343,1.3008530134299532,1.3142648590114427
Marshadow,Low Kick,Brick Break,40,1.2642861293313472,1.2587668624006016,1.3267266431746625,1.3449497140562934,1.3622568616242707,1.3622721508050886,1.34468609437705,1.3540018121038095,1.3227722915511342,1.3121099977814958,1.3995488348432477,1.4103109280920865,1.3558489846960917,1.3776859535148378,1.4004754160687318,1.4016829183610884,1.4267121001403915,1.448552539374672
Golisopod,Bug Bite,Bug Buzz,40,1.3350041727123978,1.311292653665171,1.3863120318456623,1.3933305985693316,1.4471577317059374,1.4217490430836477,1.375236917370719,1.3589459471888157,1.3780451428236824,1.3512918534185818,1.4453748478570458,1.4132113433730655,1.3844429909040106,1.4000159411193667,1.370604437334459,1.4034627333253111,1.4445507137752358,1.4417943765786336
Buzzwole,Counter,Brick Break,40,1.32640434298938,1.3012023181769357,1.341000524549825,1.3575783681878835,1.3608312950944708,1.378314587564101,1.3172669545360252,1.3164877003557507,1.344170871753185,1.3167407002133436,1.3323214605149427,1.3718069322919564,1.3914137371687219,1.400526450105726,1.3857066864970604,1.3830013845929703,1.389844580515221,1.3977755595781487
Pheromosa,Bug Bite,Bug Buzz,40,1.2783480016876116,1.0524175809967036,1.2450827984669361,1.0317482483733889,1.1959929894795176,1.0851274207878558,1.2643006032593165,1.072194688058385,1.207405682636236,1.068902407494208,1.1040791853915068,1.0573344624664887,1.1115283053644085,1.0897339548701905,1.096144931297485,1.0412494029926271,1.0372664023298799,1.0221467935502015
Buzzwole,Bug Bite,Fell Stinger,40,1.3938198381947609,1.3548149405657404,1.3978036805274598,1.3972188579604992,1.439885514851781,1.4435198255047779,1.3983945437565035,1.387813166877195,1.450177354188266,1.4173217481814102,1.4580655830546112,1.4958173409014632,1.4661714675112294,1.4866333177972946,1.4786212406725983,1.4739601204169108,1.4580928345647812,1.4695289484374623
Kommo-o,Counter,Close Combat,40,1.4200595043103994,1.3440977303586752,1.3326890517134657,1.3104131872442257,1.3555753763657918,1.3719937769256734,1.3390150735683108,1.3517493596114627,1.3488940249308525,1.3276458666595496,1.356681558722378,1.3865110172612698,1.3692779971346936,1.3962519783429526,1.3336430383739033,1.3811232240198072,1.3925313009343436,1.3920027141382056
Golisopod,Struggle Bug,X-Scissor,40,1.4935320852530198,1.4920108309021243,1.526514270690683,1.5624628483679466,1.6121329141540353,1.6126716753818024,1.5137955683225959,1.5260128869001135,1.5325622840767006,1.5235083060468424,1.6277130462607041,1.6072072571252434,1.5361448448350685,1.5754809678761423,1.534740865968321,1.5623746624127781,1.5955082205853135,1.605113087182367
Crabominable,Rock Smash,Close Combat,40,1.5340730809944108,1.4675478620165932,1.6207140769518422,1.5064071515961148,1.5601605910288572,1.5301195648443766,1.5103341378457118,1.524949280564959,1.4985413487736072,1.4844847148387916,1.4835735006100494,1.4891506188536767,1.5086640270405027,1.5078293771239932,1.4914511123930023,1.5013706689301347,1.4831490006393422,1.4737692277571854
Pheromosa,Bug Bite,Silver Wind,40,1.4946774126993618,1.2370995346581881,1.5078993630101758,1.2302144359600586,1.4266549470775771,1.3056355830927213,1.479825637146311,1.2761876550738702,1.3825012141649127,1.2856300635693234,1.3030005172301038,1.2690301264156372,1.3093135674679783,1.2809414982364689,1.3144742374512892,1.258003634514096,1.232788840982685,1.2100960792254463
Buzzwole,Bug Bite,Lunge,40,1.5330051445206938,1.4714294973909232,1.533274913883213,1.519618166705258,1.58786120127962,1.5667343992663652,1.5400771715377573,1.50906114048196,1.5958751459581224,1.5428794851735523,1.5871419576882893,1.6116934626542472,1.5993085851246394,1.5998135675367324,1.6083423992313524,1.596412714437294,1.5818027332586961,1.578561974473541
Togekiss,Hidden Power Ice,Dazzling Gleam,40,,,,1.5675540787601763,,,,,,,1.582105497631216,,,,,,,
Virizion,Quick Attack,Sacred Sword,40,,,,,,,,,,,,,,,,,,
Virizion,Zen Headbutt,Sacred Sword,40,,,,,,,,,,,,,,,,,,
Virizion,Quick Attack,Close Combat,40,,,,,,,,,,,,,,,,,,
Virizion,Zen Headbutt,Close Combat,40,,,,,,,,,,,,,,,,,,
Shadow Gallade,Confusion,Close Combat,40,,,,,,,,,,,2.1258571017052716,2.0463794003325337,,,,,,
Scyther,Fury Cutter,Bug Buzz,40,,,,,,,,,,,,,,,,,,
Scyther,Fury Cutter,X-Scissor,40,,,,,,,,,,,,,,,,,,
Scyther,Air Slash,Bug Buzz,40,,,,,,,,,,,,,,,,,,
Scyther,Steel Wing,Bug Buzz,40,,,,,,,,,,,,,,,,,,
Scyther,Air Slash,X-Scissor,40,,,,,,,,,,,,,,,,,,
Scyther,Steel Wing,X-Scissor,40,,,,,,,,,,,,,,,,,,
Shadow Gallade,Charm,Leaf Blade,40,,,1.7809457467432603,,,,,,,,,,,,,,,
Shadow Gallade,Low Kick,Leaf Blade,40,,,1.7960109198255585,,,,,,,,,,,,,,,
Shadow Gallade,Charm,Synchronoise,40,,,2.0359328116764024,,,,,,,,,,,,,,,
Shadow Gallade,Charm,Frustration,40,,,2.0359328116764024,,,,,,,,,,,,,,,
Shadow Gallade,Charm,Psychic,40,,,2.0359328116764024,,,,,,,,,,,,,,,
Shadow Gallade,Low Kick,Synchronoise,40,,,2.228963573779656,,,,,,,,,,,,,,,
Shadow Gallade,Low Kick,Frustration,40,,,2.228963573779656,,,,,,,,,,,,,,,
Shadow Gallade,Low Kick,Psychic,40,,,2.228963573779656,,,,,,,,,,,,,,,
Pinsir,Bug Bite,Return,40,,,1.7378534298028536,,1.7949546365150386,1.7666779495541545,1.6835700354824117,1.6537104420514144,1.7700636876857843,1.7260602866040706,,,,,,,,
Scizor,Fury Cutter,Return,40,,,1.988793777894628,1.9869648791612524,1.955646521986211,1.9456456091905088,1.7428199977839114,1.7380631700879414,1.8379641984961574,1.8115273484869967,,,,,,,,
Scizor,Fury Cutter,Iron Head,40,,,2.072924729014497,2.013625131625492,2.0231901204804292,1.975595552778591,2.322320511399943,2.2600406252628154,2.4364313540435996,2.344900492574683,,,,,,,,
Scizor,Bullet Punch,Return,40,,,2.2099330082230524,2.2059893385276736,2.2628927739496922,2.253192908501124,2.6273926050955043,2.6500582284385956,2.7368369712354856,2.7212819952527347,,,,,,,,
Scizor,Bullet Punch,Iron Head,40,,,2.2734308494005964,2.2058155492383307,2.302090962352577,2.2699020384332735,3.5173217319149255,3.4868179183674997,3.654215132800363,3.567327603031178,,,,,,,,
Scizor,Fury Cutter,Night Slash,40,,,3.223045732831842,3.2832315669119567,3.149611004381727,3.162306150645142,2.5535924379724286,2.576458642065583,2.8159666302704225,2.798650215261642,,,,,,,,
Scizor,Bullet Punch,Night Slash,40,,,3.4943378483757463,3.3776380675041753,3.6515485888491415,3.5429518966513704,4.1646824619911635,4.11926286235344,4.3275484890966265,4.2174044833804,,,,,,,,
Shadow Hitmonchan,Counter,Close Combat,40,,,,,,,,,,,1.4238035744902333,1.3396437748248575,1.4593026628550698,1.3935676511082293,1.4938664640517771,1.4184156525229739,1.3306090276254225,1.3199214477865933
Shadow Hitmonchan,Counter,Power-Up Punch,40,,,,,,,,,,,1.4589301523196425,1.3819118384321525,1.501327829379891,1.4299594037592445,1.525994668148152,1.4321610008464232,1.391859356006286,1.3736280955358857
Shadow Hitmonchan,Counter,Brick Break,40,,,,,,,,,,,1.5043591761353212,1.4258926852414247,1.525395026027879,1.45843102928162,1.5435345770033202,1.4658844601259073,1.419889781729124,1.4142794006421908
Shadow Hitmonchan,Rock Smash,Close Combat,40,,,,,,,,,,,1.6159350737951115,1.5377643544358488,1.6531503316544391,1.5779288411306611,1.7090859723520024,1.601146237175308,1.5118773828209962,1.493984745373305
Shadow Hitmonchan,Rock Smash,Power-Up Punch,40,,,,,,,,,,,1.5991023813736704,1.518043430502159,1.6203856414519218,1.559615676053579,1.639623825130742,1.5578847254750958,1.5186546224255648,1.5083892269542842
Shadow Hitmonchan,Rock Smash,Brick Break,40,,,,,,,,,,,1.6599519635892972,1.5809285668714368,1.653522630559792,1.6031831841921282,1.6949319594829324,1.60939518384431,1.5655129238467123,1.5583597112404606
Shadow Hitmonchan,Bullet Punch,Power-Up Punch,40,,,,,,,,,,,1.8346025335113474,1.77277924341285,,,,,,
Shadow Poliwrath,Rock Smash,Hydro Pump,40,,1.7595717651877356,,,,,,,,,,,,,,,1.7801594871703126,1.7803765803858
Mienshao,Low Kick,Brick Break,40,,1.4340892555614784,,1.4169412982393632,,1.4937859207403104,,1.447793844398532,,1.4749480152726508,,1.4520249642744696,,1.4898227032993112,,1.4790282446324807,,1.4777320636353266
Mienshao,Low Kick,Return,40,,1.6865729343691336,,1.6474017089365687,,1.7518054005775283,,,,1.7241585113001938,,1.6984734459281727,,,,,,1.7109524808576944
Mienshao,Low Kick,Grass Knot,40,,1.7125610570996626,,1.689996873333022,,1.8026354638136028,,,,1.3592703956443923,,1.734535427278141,,,,,,1.730802042711598
Mienshao,Poison Jab,Brick Break,40,,1.7453555470964266,,1.6996285991967186,,1.7593388066675968,,1.753531924554504,,1.7539801468883391,,1.7592311521395467,,1.7612190095346476,,1.7692853333556722,,1.791693240019781
Mienshao,Low Kick,Stone Edge,40,,1.817324915807516,,1.7607548872782646,,1.9040197667722842,,,,1.885521440259682,,1.8087602874179696,,,,,,1.8143765440373394
Mienshao,Poison Jab,Grass Knot,40,,2.156342203381157,,2.0739544020031206,,2.1786376389567716,,,,1.6022505308563928,,2.17237214614514,,,,,,2.1423917471291962
Mienshao,Poison Jab,Return,40,,2.208120272574384,,2.118331253167098,,2.2040502139389666,,,,2.1706643669839853,,2.239010071823942,,,,,,2.2398337028722723
Mienshao,Poison Jab,Stone Edge,40,,2.4751546337699644,,2.3228332428876026,,2.490505442620016,,,,2.4730867401831187,,2.4567095583677214,,,,,,2.420970797291802
Tapu Koko,Quick Attack,Thunderbolt,40,,1.9062565159967708,,,,,,,,,,,,,,,,
Tapu Koko,Volt Switch,Thunderbolt,40,,1.9126394990827025,,,,,,,,,,,,,,,,
Tapu Koko,Quick Attack,Brave Bird,40,,2.0013350954394893,,,,,,,,,,,,,,,,
Tapu Koko,Volt Switch,Brave Bird,40,,2.035234284226529,,,,,,,,,,,,,,,,
Tapu Koko,Volt Switch,Return,40,,2.0814155894842217,,,,,,,,,,,,,,,,
Tapu Koko,Quick Attack,Return,40,,2.0967351673369694,,,,,,,,,,,,,,,,
Tapu Koko,Quick Attack,Thunder,40,,2.172074411338863,,,,,,,,,,,,,,,,
Tapu Koko,Volt Switch,Thunder,40,,2.2137412645629326,,,,,,,,,,,,,,,,
Granbull,Charm,Return,40,,1.6901205238933588,,,,,,1.7087476059225222,1.824865408527743,1.7362461905945428,1.7588768334152178,,1.7672223123800768,,,,1.761386459315141,
Granbull,Charm,Crunch,40,,1.988189389058469,,,,,,1.9652669745945037,2.129544886212942,2.020612140389623,2.0290788782452327,,2.0509390450496365,,,,1.9944930882301708,
Granbull,Snarl,Return,40,,2.7878534350922717,,,,,,2.896970132601753,3.0906025357963367,2.954786214581078,2.9634369697636767,,3.0214115929620085,,,,3.044440759150645,
Granbull,Bite,Return,40,,3.1862873237027314,,,,,,3.297979964114213,3.474076597444914,3.394222681120862,3.208074860771966,,3.4422949547256625,,,,3.5121751618835266,
Sawk,Low Kick,Focus Blast,40,,,,,,,,,,,,,,,,,,
Sawk,Low Kick,Low Sweep,40,,,,,,,,,,,,,,,,,,
Sawk,Poison Jab,Focus Blast,40,,,,,,,,,,,,,,,,,,
Sawk,Poison Jab,Low Sweep,40,,,,,,,,,,,,,,,,,,
Genesect,Fury Cutter,Return,40,,,,1.8850495517673882,,,,,,,,,,,,,,
Genesect,Fury Cutter,Magnet Bomb,40,,,,1.9117024111274432,,,,,,,,,,,,,,
Genesect,Metal Claw,Magnet Bomb,40,,,,2.0100371657508287,,,,,,,,,,,,,,
Genesect,Fury Cutter,Hyper Beam,40,,,,2.0239100177075113,,,,,,,,,,,,,,
Genesect,Metal Claw,Return,40,,,,2.049591967392303,,,,,,,,,,,,,,
Genesect,Metal Claw,Hyper Beam,40,,,,2.159825563814041,,,,,,,,,,,,,,
Genesect (Burn),Fury Cutter,Techno Blast Burn,40,,,,1.849603724481597,,,,,,,,,,,,,,
Genesect (Burn),Fury Cutter,Magnet Bomb,40,,,,1.9117024111274432,,,,,,,,,,,,,,
Genesect (Burn),Metal Claw,Magnet Bomb,40,,,,2.0100371657508287,,,,,,,,,,,,,,
Genesect (Burn),Fury Cutter,Flamethrower,40,,,,2.0597508113161727,,,,,,,,,,,,,,
Genesect (Burn),Metal Claw,Techno Blast Burn,40,,,,2.067274424326188,,,,,,,,,,,,,,
Genesect (Burn),Metal Claw,Flamethrower,40,,,,2.1894226242336714,,,,,,,,,,,,,,
Yanmega,Bug Bite,Return,40,,,,,1.9107332518492781,,,,,,,,,,,,,
Yanmega,Bug Bite,Aerial Ace,40,,,,,2.247351073076456,,,,,,,,,,,,,
Yanmega,Wing Attack,Return,40,,,,,2.4185111167496447,,,,,,,,,,,,,
Yanmega,Wing Attack,Aerial Ace,40,,,,,2.6214776965077378,,,,,,,,,,,,,
Yanmega,Bug Bite,Ancient Power,40,,,,,2.850976466436208,,,,,,,,,,,,,
Yanmega,Wing Attack,Ancient Power,40,,,,,3.3010607082500254,,,,,,,,,,,,,
Primarina,Charm,Hydro Pump,40,,,,,1.5789154471231523,,,,,,,,,,,,1.5475282454622237,
Primarina,Charm,Return,40,,,,,1.603802991998658,,,,,,,,,,,,1.5749732351941426,
Primarina,Charm,Psychic,40,,,,,1.8638173333541619,,,,,,,,,,,,1.780262944797176,
Primarina,Waterfall,Hydro Pump,40,,,,,2.1522586800766024,,,,,,,,,,,,2.0707696070446286,
Primarina,Waterfall,Return,40,,,,,2.210445893914919,,,,,,,,,,,,2.1559313587482074,
Primarina,Waterfall,Psychic,40,,,,,2.9897759451364285,,,,,,,,,,,,2.736853230938138,
Togekiss,Hidden Power Grass,Dazzling Gleam,40,,,,,,,1.3766717514514963,1.4049904526903776,1.4307180622961322,1.420621614904346,,,1.438350752565154,1.4775714526720318,1.448202498308573,1.466172082118329,,
Togekiss,Hidden Power Electric,Dazzling Gleam,40,,,,,,,1.3766717514514963,1.4049904526903776,1.4307180622961322,1.420621614904346,,,1.438350752565154,1.4775714526720318,1.448202498308573,1.466172082118329,,
Gallade,Low Kick,Close Combat,40,,,,,,,,,,,,,,,,,,
Gallade,Charm,Close Combat,40,,,,,,,,,,,,,,,,,,
Mega Altaria,Dragon Breath,Dazzling Gleam,40,,,,,,,,,,,,,,,,,,
Mega Altaria,Peck,Dazzling Gleam,40,,,,,,,,,,,,,,,,,,
Mega Altaria,Dragon Breath,Moonblast,40,,,,,,,,,,,,,,,,,,
Mega Altaria,Peck,Moonblast,40,,,,,,,,,,,,,,,,,,
Togekiss,Hidden Power Ground,Dazzling Gleam,40,,,,,,,1.5323667243460664,,1.5612914581345603,,,,,,,,,
Blaziken,Splash,Focus Blast,40,,,,,,,,2.6770515322717294,,,,,2.507623315751328,2.5054480383844995,2.5984690373037553,2.482341798281864,,
Blaziken,Fire Spin,Return,40,,,,,,,2.7354913676682666,,2.7859648736062934,,,,,,,,,
Blaziken,Fire Spin,Brave Bird,40,,,,,,,2.91653552031845,,3.019496905171137,,,,,,2.65920329667544,,,
Shadow Hitmonlee,Rock Smash,Frustration,40,,,,,,,1.9528102253328925,1.8733854399488932,,,,,,,,,,
Sylveon,Charm,Return,40,,,,,,,1.6949794345308264,,1.7938009045098045,,,,,,,,,
Sylveon,Charm,Last Resort,40,,,,,,,1.8709925244498726,,1.9933522318245538,,,,,,,,,
Sylveon,Charm,Psyshock,40,,,,,,,1.96703130766725,,2.09344640279964,,,,,,,,,
Sylveon,Quick Attack,Return,40,,,,,,,2.475286987644056,,2.507800622065768,,,,,,,,,
Pinsir,Rock Smash,Close Combat,40,,,,,,,,,,,,,,,,,,
Poliwrath,Rock Smash,Dynamic Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Mud Shot,Dynamic Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Bubble,Dynamic Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Rock Smash,Power-Up Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Rock Smash,Submission,40,,,,,,,,,,,,,,,,,,
Poliwrath,Mud Shot,Power-Up Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Bubble,Power-Up Punch,40,,,,,,,,,,,,,,,,,,
Poliwrath,Mud Shot,Submission,40,,,,,,,,,,,,,,,,,,
Poliwrath,Bubble,Submission,40,,,,,,,,,,,,,,,,,,
Emboar,Low Kick,Blast Burn,40,,,,,,1.6671109524082361,,2.0693619397713703,,2.210342100039533,,1.6401410979812054,2.329656177922161,2.2500820288541408,2.32839494305266,2.2367040415828443,,
Emboar,Low Kick,Return,40,,,,,,1.8423381005170723,,1.6867409433131342,,1.8196353979880004,,1.8066460399196462,1.891605761160339,1.8873856421268738,1.9415466936263601,1.8794320191567626,,
Emboar,Ember,Blast Burn,40,,,,,,1.9195051896999076,,3.194568494333965,,3.1100552290814227,,1.8897704507672342,3.138515937256987,3.122306093796688,3.2939234393495123,3.173012255532627,,
Emboar,Low Kick,Heat Wave,40,,,,,,2.0104466738435707,,2.120819763614497,,2.3401337441180448,,1.9401097964884033,2.4629410218319894,2.388772984163248,2.457227227864948,2.367953289486569,,
Emboar,Low Kick,Rock Slide,40,,,,,,2.0165016386894896,,1.8875570114621574,,2.0216143038483545,,1.9667174882605802,2.1196010233446834,2.076317215408128,2.1287473114835707,2.047191345631695,,
Emboar,Ember,Return,40,,,,,,2.2777182222059618,,2.812331130278001,,2.7163511775587446,,2.275523946374364,2.7864214071136257,2.8069716305263137,2.908043126818015,2.852309913361905,,
Emboar,Low Kick,Flame Charge,40,,,,,,2.2998920440827804,,2.2003982154050368,,2.5006225490114313,,2.2194924119460593,2.597398937736496,2.578891027079887,2.568826122000667,2.532489228962502,,
Emboar,Ember,Rock Slide,40,,,,,,2.4283778780622716,,2.881272814424247,,2.8491264931117946,,2.3861408983999244,2.8686456764494874,2.8868732745346692,2.9737292771765382,2.8864823946360523,,
Shadow Hitmonchan,Counter,Frustration,40,,,,,,,,,,,1.901560526835866,,1.9901680411863925,1.9136207571960213,2.004060178036072,1.8979813877468221,,
Shadow Hitmonchan,Counter,Fire Punch,40,,,,,,,,,,,1.901560526835866,,1.9901680411863925,1.9136207571960213,2.004060178036072,1.8979813877468221,,
Shadow Hitmonchan,Counter,Thunder Punch,40,,,,,,,,,,,1.901560526835866,,1.6763685289199879,1.5958530571921612,1.6986656869673542,1.5878719572434614,,
Togekiss,Hidden Power Dragon,Dazzling Gleam,40,,,,,,,,,,,,,,,,,,
Shadow Hitmonchan,Rock Smash,Thunder Punch,40,,,,,,,,,,,,,1.819677998162738,1.7421808809505765,1.8446094215286377,1.7352854875389463,,
Shadow Pinsir,Rock Smash,Submission,40,,,,,,,,,,,,,,,,,,
